"Tabela 793 - População residente"
"Variável - População residente (Pessoas)"
"Nível","Cód.","Município","Ano"
"MU","3153608","Prudente de Morais (MG)","8874"
"MU","3153707","Quartel Geral (MG)","3200"
"MU","3153806","Queluzito (MG)","1826"
"MU","3153905","Raposos (MG)","14874"
"MU","3154002","Raul Soares (MG)","23901"
"MU","3154101","Recreio (MG)","10194"
"MU","3154150","Reduto (MG)","6344"
"MU","3154200","Resende Costa (MG)","10537"
"MU","3154309","Resplendor (MG)","17024"
"MU","3154408","Ressaquinha (MG)","4574"
"MU","3154457","Riachinho (MG)","8126"
"MU","3154507","Riacho dos Machados (MG)","9392"
"MU","3154606","Ribeirão das Neves (MG)","329112"
"MU","3154705","Ribeirão Vermelho (MG)","3773"
"MU","3154804","Rio Acima (MG)","8257"
"MU","3154903","Rio Casca (MG)","14496"
"MU","3155009","Rio Doce (MG)","2520"
"MU","3155108","Rio do Prado (MG)","4489"
"MU","3155207","Rio Espera (MG)","6594"
"MU","3155306","Rio Manso (MG)","5007"
"MU","3155405","Rio Novo (MG)","8910"
"MU","3155504","Rio Paranaíba (MG)","10809"
"MU","3155603","Rio Pardo de Minas (MG)","28633"
"MU","3155702","Rio Piracicaba (MG)","14319"
"MU","3155801","Rio Pomba (MG)","16709"
"MU","3155900","Rio Preto (MG)","5388"
"MU","3156007","Rio Vermelho (MG)","14856"
"MU","3156106","Ritápolis (MG)","5068"
"MU","3156205","Rochedo de Minas (MG)","2036"
"MU","3156304","Rodeiro (MG)","6178"
"MU","3156403","Romaria (MG)","3561"
"MU","3156452","Rosário da Limeira (MG)","4151"
"MU","3156502","Rubelita (MG)","8299"
"MU","3156601","Rubim (MG)","9561"
"MU","3156700","Sabará (MG)","120770"
"MU","3156809","Sabinópolis (MG)","15889"
"MU","3156908","Sacramento (MG)","22159"
"MU","3157005","Salinas (MG)","37370"
"MU","3157104","Salto da Divisa (MG)","6896"
"MU","3157203","Santa Bárbara (MG)","26185"
"MU","3157252","Santa Bárbara do Leste (MG)","7451"
"MU","3157278","Santa Bárbara do Monte Verde (MG)","2796"
"MU","3157302","Santa Bárbara do Tugúrio (MG)","4504"
"MU","3157336","Santa Cruz de Minas (MG)","7347"
"MU","3157377","Santa Cruz de Salinas (MG)","5192"
"MU","3157401","Santa Cruz do Escalvado (MG)","5193"
"MU","3157500","Santa Efigênia de Minas (MG)","4519"
"MU","3157609","Santa Fé de Minas (MG)","4034"
"MU","3157658","Santa Helena de Minas (MG)","5892"
"MU","3157708","Santa Juliana (MG)","10582"
"MU","3157807","Santa Luzia (MG)","222507"
"MU","3157906","Santa Margarida (MG)","14205"
"MU","3158003","Santa Maria de Itabira (MG)","10445"
"MU","3158102","Santa Maria do Salto (MG)","5724"
"MU","3158201","Santa Maria do Suaçuí (MG)","14427"
"MU","3158300","Santana da Vargem (MG)","7092"
"MU","3158409","Santana de Cataguases (MG)","3603"
"MU","3158508","Santana de Pirapama (MG)","8549"
"MU","3158607","Santana do Deserto (MG)","3833"
"MU","3158706","Santana do Garambéu (MG)","2104"
"MU","3158805","Santana do Jacaré (MG)","4532"
"MU","3158904","Santana do Manhuaçu (MG)","8185"
"MU","3158953","Santana do Paraíso (MG)","22765"
"MU","3159001","Santana do Riacho (MG)","4159"
"MU","3159100","Santana dos Montes (MG)","3989"
"MU","3159209","Santa Rita de Caldas (MG)","9078"
"MU","3159308","Santa Rita de Jacutinga (MG)","5588"
"MU","3159357","Santa Rita de Minas (MG)","5787"
"MU","3159407","Santa Rita de Ibitipoca (MG)","3747"
"MU","3159506","Santa Rita do Itueto (MG)","5652"
"MU","3159605","Santa Rita do Sapucaí (MG)","34246"
"MU","3159704","Santa Rosa da Serra (MG)","3261"
"MU","3159803","Santa Vitória (MG)","15492"
"MU","3159902","Santo Antônio do Amparo (MG)","17255"
"MU","3160009","Santo Antônio do Aventureiro (MG)","3489"
"MU","3160108","Santo Antônio do Grama (MG)","4241"
"MU","3160207","Santo Antônio do Itambé (MG)","4517"
"MU","3160306","Santo Antônio do Jacinto (MG)","11294"
"MU","3160405","Santo Antônio do Monte (MG)","24746"
"MU","3160454","Santo Antônio do Retiro (MG)","6817"
"MU","3160504","Santo Antônio do Rio Abaixo (MG)","1753"
"MU","3160603","Santo Hipólito (MG)","3541"
"MU","3160702","Santos Dumont (MG)","45922"
"MU","3160801","São Bento Abade (MG)","4400"
"MU","3160900","São Brás do Suaçuí (MG)","3488"
"MU","3160959","São Domingos das Dores (MG)","5232"
"MU","3161007","São Domingos do Prata (MG)","17349"
"MU","3161056","São Félix de Minas (MG)","3387"
"MU","3161106","São Francisco (MG)","52985"
"MU","3161205","São Francisco de Paula (MG)","6246"
"MU","3161304","São Francisco de Sales (MG)","5167"
"MU","3161403","São Francisco do Glória (MG)","5539"
"MU","3161502","São Geraldo (MG)","9171"
"MU","3161601","São Geraldo da Piedade (MG)","4768"
"MU","3161650","São Geraldo do Baixio (MG)","3253"
"MU","3161700","São Gonçalo do Abaeté (MG)","6156"
"MU","3161809","São Gonçalo do Pará (MG)","10308"
"MU","3161908","São Gonçalo do Rio Abaixo (MG)","9233"
"MU","3162005","São Gonçalo do Sapucaí (MG)","22751"
"MU","3162104","São Gotardo (MG)","30757"
"MU","3162203","São João Batista do Glória (MG)","6828"
"MU","3162252","São João da Lagoa (MG)","4729"
"MU","3162302","São João da Mata (MG)","2858"
"MU","3162401","São João da Ponte (MG)","26091"
"MU","3162450","São João das Missões (MG)","10769"
"MU","3162500","São João del Rei (MG)","81918"
"MU","3162559","São João do Manhuaçu (MG)","9394"
"MU","3162575","São João do Manteninha (MG)","4855"
"MU","3162609","São João do Oriente (MG)","7988"
"MU","3162658","São João do Pacuí (MG)","4003"
"MU","3162708","São João do Paraíso (MG)","21839"
"MU","3162807","São João Evangelista (MG)","15686"
"MU","3162906","São João Nepomuceno (MG)","25011"
"MU","3162922","São Joaquim de Bicas (MG)","22214"
"MU","3162948","São José da Barra (MG)","6701"
"MU","3162955","São José da Lapa (MG)","17900"
"MU","3163003","São José da Safira (MG)","3929"
"MU","3163102","São José da Varginha (MG)","3797"
"MU","3163201","São José do Alegre (MG)","3908"
"MU","3163300","São José do Divino (MG)","3776"
"MU","3163409","São José do Goiabal (MG)","5646"
"MU","3163508","São José do Jacuri (MG)","6958"
"MU","3163607","São José do Mantimento (MG)","2472"
"MU","3163706","São Lourenço (MG)","40441"
"MU","3163805","São Miguel do Anta (MG)","6820"
"MU","3163904","São Pedro da União (MG)","5291"
"MU","3164001","São Pedro dos Ferros (MG)","8880"
"MU","3164100","São Pedro do Suaçuí (MG)","5801"
"MU","3164209","São Romão (MG)","9080"
"MU","3164308","São Roque de Minas (MG)","6141"
"MU","3164407","São Sebastião da Bela Vista (MG)","4884"
"MU","3164431","São Sebastião da Vargem Alegre (MG)","2743"
"MU","3164472","São Sebastião do Anta (MG)","5388"
"MU","3164506","São Sebastião do Maranhão (MG)","11686"
"MU","3164605","São Sebastião do Oeste (MG)","5336"
"MU","3164704","São Sebastião do Paraíso (MG)","61838"
"MU","3164803","São Sebastião do Rio Preto (MG)","1700"
"MU","3164902","São Sebastião do Rio Verde (MG)","2170"
"MU","3165008","São Tiago (MG)","10289"
"MU","3165107","São Tomás de Aquino (MG)","6934"
"MU","3165206","São Thomé das Letras (MG)","6617"
"MU","3165305","São Vicente de Minas (MG)","6283"
"MU","3165404","Sapucaí-Mirim (MG)","5772"
"MU","3165503","Sardoá (MG)","5196"
"MU","3165537","Sarzedo (MG)","23282"
"MU","3165552","Setubinha (MG)","10834"
"MU","3165560","Sem-Peixe (MG)","2950"
"MU","3165578","Senador Amaral (MG)","5051"
"MU","3165602","Senador Cortes (MG)","2011"
"MU","3165701","Senador Firmino (MG)","7019"
"MU","3165800","Senador José Bento (MG)","1908"
"MU","3165909","Senador Modestino Gonçalves (MG)","4988"
"MU","3166006","Senhora de Oliveira (MG)","5675"
"MU","3166105","Senhora do Porto (MG)","3517"
"MU","3166204","Senhora dos Remédios (MG)","10201"
"MU","3166303","Sericita (MG)","7083"
"MU","3166402","Seritinga (MG)","1755"
"MU","3166501","Serra Azul de Minas (MG)","4307"
"MU","3166600","Serra da Saudade (MG)","863"
"MU","3166709","Serra dos Aimorés (MG)","8345"
"MU","3166808","Serra do Salitre (MG)","10224"
"MU","3166907","Serrania (MG)","7370"
"MU","3166956","Serranópolis de Minas (MG)","4515"
"MU","3167004","Serranos (MG)","2063"
"MU","3167103","Serro (MG)","20862"
"MU","3167202","Sete Lagoas (MG)","217506"
"MU","3167301","Silveirânia (MG)","2125"
"MU","3167400","Silvianópolis (MG)","6018"
"MU","3167509","Simão Pereira (MG)","2503"
"MU","3167608","Simonésia (MG)","17257"
"MU","3167707","Sobrália (MG)","5990"
"MU","3167806","Soledade de Minas (MG)","5518"
"MU","3167905","Tabuleiro (MG)","4061"
"MU","3168002","Taiobeiras (MG)","29732"
"MU","3168051","Taparuba (MG)","3243"
"MU","3168101","Tapira (MG)","3575"
"MU","3168200","Tapiraí (MG)","1841"
"MU","3168309","Taquaraçu de Minas (MG)","3757"
"MU","3168408","Tarumirim (MG)","14185"
"MU","3168507","Teixeiras (MG)","11665"
"MU","3168606","Teófilo Otoni (MG)","126895"
"MU","3168705","Timóteo (MG)","76092"
"MU","3168804","Tiradentes (MG)","6547"
"MU","3168903","Tiros (MG)","7416"
"MU","3169000","Tocantins (MG)","15704"
"MU","3169059","Tocos do Moji (MG)","3926"
"MU","3169109","Toledo (MG)","5720"
"MU","3169208","Tombos (MG)","9194"
"MU","3169307","Três Corações (MG)","71737"
"MU","3169356","Três Marias (MG)","26431"
"MU","3169406","Três Pontas (MG)","52121"
"MU","3169505","Tumiritinga (MG)","5964"
"MU","3169604","Tupaciguara (MG)","23076"
"MU","3169703","Turmalina (MG)","17219"
"MU","3169802","Turvolândia (MG)","4737"
"MU","3169901","Ubá (MG)","94228"
"MU","3170008","Ubaí (MG)","11834"
"MU","3170057","Ubaporanga (MG)","12060"
"MU","3170107","Uberaba (MG)","287760"
"MU","3170206","Uberlândia (MG)","608369"
"MU","3170305","Umburatiba (MG)","2776"
"MU","3170404","Unaí (MG)","74495"
"MU","3170438","União de Minas (MG)","4593"
"MU","3170479","Uruana de Minas (MG)","2777"
"MU","3170503","Urucânia (MG)","10203"
"MU","3170529","Urucuia (MG)","11376"
"MU","3170578","Vargem Alegre (MG)","6594"
"MU","3170602","Vargem Bonita (MG)","2098"
"MU","3170651","Vargem Grande do Rio Pardo (MG)","4703"
"MU","3170701","Varginha (MG)","116093"
"MU","3170750","Varjão de Minas (MG)","5993"
"MU","3170800","Várzea da Palma (MG)","34448"
"MU","3170909","Varzelândia (MG)","19137"
"MU","3171006","Vazante (MG)","19300"
"MU","3171030","Verdelândia (MG)","8029"
"MU","3171071","Veredinha (MG)","5732"
"MU","3171105","Veríssimo (MG)","3667"
"MU","3171154","Vermelho Novo (MG)","4551"
"MU","3171204","Vespasiano (MG)","94191"
"MU","3171303","Viçosa (MG)","70404"
"MU","3171402","Vieiras (MG)","3808"
"MU","3171501","Mathias Lobato (MG)","3457"
"MU","3171600","Virgem da Lapa (MG)","14103"
"MU","3171709","Virgínia (MG)","8351"
"MU","3171808","Virginópolis (MG)","10891"
"MU","3171907","Virgolândia (MG)","5724"
"MU","3172004","Visconde do Rio Branco (MG)","35346"
"MU","3172103","Volta Grande (MG)","5166"
"MU","3172202","Wenceslau Braz (MG)","2509"
"MU","3200102","Afonso Cláudio (ES)","30773"
"MU","3200136","Águia Branca (ES)","9281"
"MU","3200169","Água Doce do Norte (ES)","11934"
"MU","3200201","Alegre (ES)","30473"
"MU","3200300","Alfredo Chaves (ES)","13983"
"MU","3200359","Alto Rio Novo (ES)","6198"
"MU","3200409","Anchieta (ES)","19459"
"MU","3200508","Apiacá (ES)","7617"
"MU","3200607","Aracruz (ES)","73358"
"MU","3200706","Atílio Vivacqua (ES)","8878"
"MU","3200805","Baixo Guandu (ES)","28637"
"MU","3200904","Barra de São Francisco (ES)","39627"
"MU","3201001","Boa Esperança (ES)","12912"
"MU","3201100","Bom Jesus do Norte (ES)","9318"
"MU","3201159","Brejetuba (ES)","10949"
"MU","3201209","Cachoeiro de Itapemirim (ES)","195288"
"MU","3201308","Cariacica (ES)","356536"
"MU","3201407","Castelo (ES)","32250"
"MU","3201506","Colatina (ES)","106637"
"MU","3201605","Conceição da Barra (ES)","26230"
"MU","3201704","Conceição do Castelo (ES)","11326"
"MU","3201803","Divino de São Lourenço (ES)","4837"
"MU","3201902","Domingos Martins (ES)","31175"
"MU","3202009","Dores do Rio Preto (ES)","6106"
"MU","3202108","Ecoporanga (ES)","23296"
"MU","3202207","Fundão (ES)","15209"
"MU","3202256","Governador Lindenberg (ES)","9890"
"MU","3202306","Guaçuí (ES)","25761"
"MU","3202405","Guarapari (ES)","98073"
"MU","3202454","Ibatiba (ES)","19649"
"MU","3202504","Ibiraçu (ES)","10312"
"MU","3202553","Ibitirama (ES)","8994"
"MU","3202603","Iconha (ES)","11496"
"MU","3202652","Irupi (ES)","10369"
"MU","3202702","Itaguaçu (ES)","13881"
"MU","3202801","Itapemirim (ES)","30833"
"MU","3202900","Itarana (ES)","10569"
"MU","3203007","Iúna (ES)","25533"
"MU","3203056","Jaguaré (ES)","21949"
"MU","3203106","Jerônimo Monteiro (ES)","10701"
"MU","3203130","João Neiva (ES)","14403"
"MU","3203163","Laranja da Terra (ES)","10802"
"MU","3203205","Linhares (ES)","124564"
"MU","3203304","Mantenópolis (ES)","11463"
"MU","3203320","Marataízes (ES)","31221"
"MU","3203346","Marechal Floriano (ES)","12699"
"MU","3203353","Marilândia (ES)","10226"
"MU","3203403","Mimoso do Sul (ES)","26208"
"MU","3203502","Montanha (ES)","17998"
"MU","3203601","Mucurici (ES)","5755"
"MU","3203700","Muniz Freire (ES)","18196"
"MU","3203809","Muqui (ES)","13841"
"MU","3203908","Nova Venécia (ES)","44380"
"MU","3204005","Pancas (ES)","18465"
"MU","3204054","Pedro Canário (ES)","23204"
"MU","3204104","Pinheiros (ES)","22663"
"MU","3204203","Piúma (ES)","16249"
"MU","3204252","Ponto Belo (ES)","6831"
"MU","3204302","Presidente Kennedy (ES)","10307"
"MU","3204351","Rio Bananal (ES)","16587"
"MU","3204401","Rio Novo do Sul (ES)","11111"
"MU","3204500","Santa Leopoldina (ES)","12349"
"MU","3204559","Santa Maria de Jetibá (ES)","31845"
"MU","3204609","Santa Teresa (ES)","20179"
"MU","3204658","São Domingos do Norte (ES)","7840"
"MU","3204708","São Gabriel da Palha (ES)","28878"
"MU","3204807","São José do Calçado (ES)","10570"
"MU","3204906","São Mateus (ES)","96390"
"MU","3204955","São Roque do Canaã (ES)","10439"
"MU","3205002","Serra (ES)","385370"
"MU","3205010","Sooretama (ES)","21867"
"MU","3205036","Vargem Alta (ES)","17862"
"MU","3205069","Venda Nova do Imigrante (ES)","18610"
"MU","3205101","Viana (ES)","57539"
"MU","3205150","Vila Pavão (ES)","8705"
"MU","3205176","Vila Valério (ES)","13646"
"MU","3205200","Vila Velha (ES)","398068"
"MU","3205309","Vitória (ES)","314042"
"MU","3300100","Angra dos Reis (RJ)","148476"
"MU","3300159","Aperibé (RJ)","8820"
"MU","3300209","Araruama (RJ)","98268"
"MU","3300225","Areal (RJ)","11009"
"MU","3300233","Armação dos Búzios (RJ)","24560"
"MU","3300258","Arraial do Cabo (RJ)","25248"
"MU","3300308","Barra do Piraí (RJ)","96282"
"MU","3300407","Barra Mansa (RJ)","175315"
"MU","3300456","Belford Roxo (RJ)","480555"
"MU","3300506","Bom Jardim (RJ)","24626"
"MU","3300605","Bom Jesus do Itabapoana (RJ)","33888"
"MU","3300704","Cabo Frio (RJ)","162229"
"MU","3300803","Cachoeiras de Macacu (RJ)","53037"
"MU","3300902","Cambuci (RJ)","14368"
"MU","3300936","Carapebus (RJ)","10677"
"MU","3300951","Comendador Levy Gasparian (RJ)","8322"
"MU","3301009","Campos dos Goytacazes (RJ)","426154"
"MU","3301108","Cantagalo (RJ)","19799"
"MU","3301157","Cardoso Moreira (RJ)","12206"
"MU","3301207","Carmo (RJ)","16690"
"MU","3301306","Casimiro de Abreu (RJ)","27086"
"MU","3301405","Conceição de Macabu (RJ)","19479"
"MU","3301504","Cordeiro (RJ)","18984"
"MU","3301603","Duas Barras (RJ)","10438"
"MU","3301702","Duque de Caxias (RJ)","842686"
"MU","3301801","Engenheiro Paulo de Frontin (RJ)","12544"
"MU","3301850","Guapimirim (RJ)","44692"
"MU","3301876","Iguaba Grande (RJ)","19716"
"MU","3301900","Itaboraí (RJ)","215792"
"MU","3302007","Itaguaí (RJ)","95356"
"MU","3302056","Italva (RJ)","13645"
"MU","3302106","Itaocara (RJ)","22069"
"MU","3302205","Itaperuna (RJ)","92852"
"MU","3302254","Itatiaia (RJ)","31185"
"MU","3302270","Japeri (RJ)","93197"
"MU","3302304","Laje do Muriaé (RJ)","7769"
"MU","3302403","Macaé (RJ)","169513"
"MU","3302452","Macuco (RJ)","5246"
"MU","3302502","Magé (RJ)","232171"
"MU","3302601","Mangaratiba (RJ)","29253"
"MU","3302700","Maricá (RJ)","105294"
"MU","3302809","Mendes (RJ)","17242"
"MU","3302858","Mesquita (RJ)","182495"
"MU","3302908","Miguel Pereira (RJ)","24585"
"MU","3303005","Miracema (RJ)","26231"
"MU","3303104","Natividade (RJ)","14930"
"MU","3303203","Nilópolis (RJ)","153581"
"MU","3303302","Niterói (RJ)","474002"
"MU","3303401","Nova Friburgo (RJ)","177376"
"MU","3303500","Nova Iguaçu (RJ)","830672"
"MU","3303609","Paracambi (RJ)","42423"
"MU","3303708","Paraíba do Sul (RJ)","39257"
"MU","3303807","Paraty (RJ)","32838"
"MU","3303856","Paty do Alferes (RJ)","25132"
"MU","3303906","Petrópolis (RJ)","306645"
"MU","3303955","Pinheiral (RJ)","20885"
"MU","3304003","Piraí (RJ)","24170"
"MU","3304102","Porciúncula (RJ)","17178"
"MU","3304110","Porto Real (RJ)","14503"
"MU","3304128","Quatis (RJ)","12031"
"MU","3304144","Queimados (RJ)","130275"
"MU","3304151","Quissamã (RJ)","17376"
"MU","3304201","Resende (RJ)","118547"
"MU","3304300","Rio Bonito (RJ)","51942"
"MU","3304409","Rio Claro (RJ)","17216"
"MU","3304508","Rio das Flores (RJ)","8192"
"MU","3304524","Rio das Ostras (RJ)","74750"
"MU","3304557","Rio de Janeiro (RJ)","6093472"
"MU","3304607","Santa Maria Madalena (RJ)","10409"
"MU","3304706","Santo Antônio de Pádua (RJ)","40145"
"MU","3304755","São Francisco de Itabapoana (RJ)","44475"
"MU","3304805","São Fidélis (RJ)","37477"
"MU","3304904","São Gonçalo (RJ)","960631"
"MU","3305000","São João da Barra (RJ)","28889"
"MU","3305109","São João de Meriti (RJ)","464282"
"MU","3305133","São José de Ubá (RJ)","6829"
"MU","3305158","São José do Vale do Rio Preto (RJ)","19439"
"MU","3305208","São Pedro da Aldeia (RJ)","75869"
"MU","3305307","São Sebastião do Alto (RJ)","8616"
"MU","3305406","Sapucaia (RJ)","16858"
"MU","3305505","Saquarema (RJ)","62174"
"MU","3305554","Seropédica (RJ)","72466"
"MU","3305604","Silva Jardim (RJ)","21362"
"MU","3305703","Sumidouro (RJ)","14562"
"MU","3305752","Tanguá (RJ)","28322"
"MU","3305802","Teresópolis (RJ)","150268"
"MU","3305901","Trajano de Moraes (RJ)","9706"
"MU","3306008","Três Rios (RJ)","72848"
"MU","3306107","Valença (RJ)","70850"
"MU","3306156","Varre-Sai (RJ)","8308"
"MU","3306206","Vassouras (RJ)","32495"
"MU","3306305","Volta Redonda (RJ)","255653"
"MU","3500105","Adamantina (SP)","33289"
"MU","3500204","Adolfo (SP)","3609"
"MU","3500303","Aguaí (SP)","30181"
"MU","3500402","Águas da Prata (SP)","7367"
"MU","3500501","Águas de Lindóia (SP)","15867"
"MU","3500550","Águas de Santa Bárbara (SP)","5360"
"MU","3500600","Águas de São Pedro (SP)","2340"
"MU","3500709","Agudos (SP)","34221"
"MU","3500758","Alambari (SP)","4070"
"MU","3500808","Alfredo Marcondes (SP)","3851"
"MU","3500907","Altair (SP)","3272"
"MU","3501004","Altinópolis (SP)","15139"
"MU","3501103","Alto Alegre (SP)","4157"
"MU","3501152","Alumínio (SP)","15678"
"MU","3501202","Álvares Florence (SP)","3902"
"MU","3501301","Álvares Machado (SP)","22859"
"MU","3501400","Álvaro de Carvalho (SP)","4610"
"MU","3501509","Alvinlândia (SP)","2787"
"MU","3501608","Americana (SP)","199094"
"MU","3501707","Américo Brasiliense (SP)","31005"
"MU","3501806","Américo de Campos (SP)","5379"
"MU","3501905","Amparo (SP)","62692"
"MU","3502002","Analândia (SP)","4166"
"MU","3502101","Andradina (SP)","54753"
"MU","3502200","Angatuba (SP)","21523"
"MU","3502309","Anhembi (SP)","5271"
"MU","3502408","Anhumas (SP)","3695"
"MU","3502507","Aparecida (SP)","35903"
"MU","3502606","Aparecida d'Oeste (SP)","4577"
"MU","3502705","Apiaí (SP)","25463"
"MU","3502754","Araçariguama (SP)","12291"
"MU","3502804","Araçatuba (SP)","178839"
"MU","3502903","Araçoiaba da Serra (SP)","24022"
"MU","3503000","Aramina (SP)","5019"
"MU","3503109","Arandu (SP)","6013"
"MU","3503158","Arapeí (SP)","2527"
"MU","3503208","Araraquara (SP)","195815"
"MU","3503307","Araras (SP)","108689"
"MU","3503356","Arco-Íris (SP)","2003"
"MU","3503406","Arealva (SP)","7504"
"MU","3503505","Areias (SP)","3571"
"MU","3503604","Areiópolis (SP)","10630"
"MU","3503703","Ariranha (SP)","8255"
"MU","3503802","Artur Nogueira (SP)","39457"
"MU","3503901","Arujá (SP)","72713"
"MU","3503950","Aspásia (SP)","1790"
"MU","3504008","Assis (SP)","92965"
"MU","3504107","Atibaia (SP)","119166"
"MU","3504206","Auriflama (SP)","13760"
"MU","3504305","Avaí (SP)","4877"
"MU","3504404","Avanhandava (SP)","10875"
"MU","3504503","Avaré (SP)","80026"
"MU","3504602","Bady Bassitt (SP)","13039"
"MU","3504701","Balbinos (SP)","3619"
"MU","3504800","Bálsamo (SP)","7767"
"MU","3504909","Bananal (SP)","10233"
"MU","3505005","Barão de Antonina (SP)","2751"
"MU","3505104","Barbosa (SP)","6454"
"MU","3505203","Bariri (SP)","30995"
"MU","3505302","Barra Bonita (SP)","35090"
"MU","3505351","Barra do Chapéu (SP)","5077"
"MU","3505401","Barra do Turvo (SP)","7620"
"MU","3505500","Barretos (SP)","107988"
"MU","3505609","Barrinha (SP)","25642"
"MU","3505708","Barueri (SP)","252748"
"MU","3505807","Bastos (SP)","20613"
"MU","3505906","Batatais (SP)","53525"
"MU","3506003","Bauru (SP)","347601"
"MU","3506102","Bebedouro (SP)","74865"
"MU","3506201","Bento de Abreu (SP)","2740"
"MU","3506300","Bernardino de Campos (SP)","10487"
"MU","3506359","Bertioga (SP)","39091"
"MU","3506409","Bilac (SP)","6905"
"MU","3506508","Birigui (SP)","103394"
"MU","3506607","Biritiba Mirim (SP)","27483"
"MU","3506706","Boa Esperança do Sul (SP)","13208"
"MU","3506805","Bocaina (SP)","10299"
"MU","3506904","Bofete (SP)","8565"
"MU","3507001","Boituva (SP)","40783"
"MU","3507100","Bom Jesus dos Perdões (SP)","16211"
"MU","3507159","Bom Sucesso de Itararé (SP)","3658"
"MU","3507209","Borá (SP)","804"
"MU","3507308","Boracéia (SP)","4128"
"MU","3507407","Borborema (SP)","13752"
"MU","3507456","Borebi (SP)","2172"
"MU","3507506","Botucatu (SP)","120800"
"MU","3507605","Bragança Paulista (SP)","136286"
"MU","3507704","Braúna (SP)","4728"
"MU","3507753","Brejo Alegre (SP)","2432"
"MU","3507803","Brodowski (SP)","19018"
"MU","3507902","Brotas (SP)","20996"
"MU","3508009","Buri (SP)","17539"
"MU","3508108","Buritama (SP)","14735"
"MU","3508207","Buritizal (SP)","3872"
"MU","3508306","Cabrália Paulista (SP)","4340"
"MU","3508405","Cabreúva (SP)","38898"
"MU","3508504","Caçapava (SP)","80458"
"MU","3508603","Cachoeira Paulista (SP)","31674"
"MU","3508702","Caconde (SP)","18552"
"MU","3508801","Cafelândia (SP)","16073"
"MU","3508900","Caiabu (SP)","4011"
"MU","3509007","Caieiras (SP)","81163"
"MU","3509106","Caiuá (SP)","4953"
"MU","3509205","Cajamar (SP)","58403"
"MU","3509254","Cajati (SP)","28285"
"MU","3509304","Cajobi (SP)","9519"
"MU","3509403","Cajuru (SP)","22695"
"MU","3509452","Campina do Monte Alegre (SP)","5320"
"MU","3509502","Campinas (SP)","1039297"
"MU","3509601","Campo Limpo Paulista (SP)","69810"
"MU","3509700","Campos do Jordão (SP)","44688"
"MU","3509809","Campos Novos Paulista (SP)","4651"
"MU","3509908","Cananéia (SP)","12039"
"MU","3509957","Canas (SP)","4318"
"MU","3510005","Cândido Mota (SP)","29572"
"MU","3510104","Cândido Rodrigues (SP)","2655"
"MU","3510153","Canitar (SP)","4265"
"MU","3510203","Capão Bonito (SP)","45275"
"MU","3510302","Capela do Alto (SP)","15950"
"MU","3510401","Capivari (SP)","43779"
"MU","3510500","Caraguatatuba (SP)","88815"
"MU","3510609","Carapicuíba (SP)","379566"
"MU","3510708","Cardoso (SP)","11324"
"MU","3510807","Casa Branca (SP)","27081"
"MU","3510906","Cássia dos Coqueiros (SP)","2706"
"MU","3511003","Castilho (SP)","15410"
"MU","3511102","Catanduva (SP)","109362"
"MU","3511201","Catiguá (SP)","6870"
"MU","3511300","Cedral (SP)","7607"
"MU","3511409","Cerqueira César (SP)","16276"
"MU","3511508","Cerquilho (SP)","34769"
"MU","3511607","Cesário Lange (SP)","14005"
"MU","3511706","Charqueada (SP)","14356"
"MU","3511904","Clementina (SP)","6081"
"MU","3512001","Colina (SP)","16989"
"MU","3512100","Colômbia (SP)","6073"
"MU","3512209","Conchal (SP)","23352"
"MU","3512308","Conchas (SP)","15473"
"MU","3512407","Cordeirópolis (SP)","19309"
"MU","3512506","Coroados (SP)","4881"
"MU","3512605","Coronel Macedo (SP)","5277"
"MU","3512704","Corumbataí (SP)","3935"
"MU","3512803","Cosmópolis (SP)","53561"
"MU","3512902","Cosmorama (SP)","6951"
"MU","3513009","Cotia (SP)","172823"
"MU","3513108","Cravinhos (SP)","29377"
"MU","3513207","Cristais Paulista (SP)","7005"
"MU","3513306","Cruzália (SP)","2368"
"MU","3513405","Cruzeiro (SP)","76098"
"MU","3513504","Cubatão (SP)","120271"
"MU","3513603","Cunha (SP)","22951"
"MU","3513702","Descalvado (SP)","29533"
"MU","3513801","Diadema (SP)","386779"
"MU","3513850","Dirce Reis (SP)","1582"
"MU","3513900","Divinolândia (SP)","11246"
"MU","3514007","Dobrada (SP)","7664"
"MU","3514106","Dois Córregos (SP)","24384"
"MU","3514205","Dolcinópolis (SP)","2181"
"MU","3514304","Dourado (SP)","8751"
"MU","3514403","Dracena (SP)","42107"
"MU","3514502","Duartina (SP)","12381"
"MU","3514601","Dumont (SP)","7557"
"MU","3514700","Echaporã (SP)","6247"
"MU","3514809","Eldorado (SP)","14038"
"MU","3514908","Elias Fausto (SP)","14521"
"MU","3514924","Elisiário (SP)","3024"
"MU","3514957","Embaúba (SP)","2391"
"MU","3515004","Embu das Artes (SP)","237318"
"MU","3515103","Embu-Guaçu (SP)","59083"
"MU","3515129","Emilianópolis (SP)","3021"
"MU","3515152","Engenheiro Coelho (SP)","12729"
"MU","3515186","Espírito Santo do Pinhal (SP)","40684"
"MU","3515194","Espírito Santo do Turvo (SP)","4103"
"MU","3515202","Estrela d'Oeste (SP)","8590"
"MU","3515301","Estrela do Norte (SP)","2454"
"MU","3515350","Euclides da Cunha Paulista (SP)","9923"
"MU","3515400","Fartura (SP)","14601"
